4,1,20,60,1
5,1,33,99,1
4,2,40,80,1
2,1,50,150,1
4,3,60,100,1
5,2,66,132,1
4,4,80,120,1
5,3,99,165,1
0,0,0,100,100
2,2,100,200,1
3,1,100,300,1
4,5,100,140,1
4,6,120,160,1
5,4,132,198,1
4,7,140,180,1
1,0,100,150,50
2,3,150,250,1
2,0,150,153,3
4,8,160,200,1
5,5,165,231,1
4,9,180,220,1
5,6,198,264,1
3,2,200,400,1
4,10,200,240,1
2,4,200,203,3
3,0,153,217,61
4,11,220,260,1
4,0,217,221,4
5,0,221,224,3
5,7,231,233,2
4,12,240,242,2
2,5,250,254,4
4,13,260,272,12
5,8,272,275,3
4,14,280,285,5
2,6,300,310,10
4,16,320,360,1
5,10,330,396,1
4,17,340,380,1
2,7,350,353,3
4,18,360,400,1
5,11,363,429,1
3,3,310,374,61
4,15,374,376,2
5,9,297,378,5
4,19,380,386,6
5,12,396,400,4
2,8,400,403,3
4,21,420,460,1
4,22,440,480,1
2,9,450,453,3
4,23,460,500,1
5,14,462,528,1
3,4,403,467,61
4,20,467,469,2
5,13,469,471,2
4,24,480,486,6
5,15,495,499,4
2,10,500,508,8
4,26,520,560,1
4,27,540,580,1
2,11,550,555,5
4,28,560,600,1
5,17,561,627,1
3,5,508,574,61
4,25,574,580,6
4,29,580,582,2
5,16,582,593,11
2,12,600,608,8
4,31,620,660,1
5,19,627,693,1
4,32,640,680,1
2,13,650,653,3
4,33,660,700,1
5,20,660,726,1
3,6,608,672,61
4,30,672,677,5
5,18,594,679,8
4,34,680,688,8
5,21,693,700,7
2,14,700,703,3
4,36,720,760,1
4,37,740,780,1
2,15,750,756,6
5,23,759,825,1
4,38,760,800,1
3,7,703,770,61
4,35,770,774,4
5,22,774,776,2
4,39,780,788,8
2,16,800,803,3
4,41,820,860,1
5,25,825,891,1
4,42,840,880,1
2,17,850,853,3
5,26,858,924,1
4,43,860,900,1
3,8,803,867,61
4,40,867,871,4
5,24,792,874,11
4,44,880,883,3
5,27,891,895,4
2,18,900,910,10
4,46,920,960,1
4,47,940,980,1
2,19,950,953,3
5,29,957,1023,1
4,48,960,1000,1
3,9,910,974,61
4,45,974,975,1
4,49,980,982,2
5,28,975,986,9
5,30,990,998,8
