0,0,9,10,1
1,0,0,19,2
3,0,2,20,3
0,1,26,27,1
2,1,33,99,1
5,0,4,35,5
7,0,6,36,5
1,1,37,44,2
2,0,1,50,6
4,1,50,150,1
4,0,3,51,6
0,2,44,55,2
6,0,5,63,8
0,3,66,73,2
1,2,69,75,2
3,1,53,76,6
2,2,70,78,2
0,4,81,82,1
1,3,100,111,2
0,5,103,113,2
4,2,105,122,3
0,6,126,127,1
3,2,104,128,3
2,4,132,198,1
6,1,107,135,5
1,4,136,143,2
2,3,101,155,7
0,7,144,158,3
7,1,108,174,10
3,3,160,176,3
5,1,106,178,9
2,5,172,179,2
0,9,180,220,1
1,5,171,183,2
4,3,155,189,6
0,8,165,193,4
0,10,203,204,1
1,6,199,209,2
2,6,200,217,2
4,4,204,220,3
7,2,207,236,5
3,4,211,240,5
0,12,240,280,1
2,7,237,245,2
0,11,225,252,4
1,8,264,330,1
3,5,254,270,3
4,5,255,278,3
0,14,280,320,1
0,13,266,282,3
1,7,236,291,9
2,9,297,363,1
6,2,206,298,14
5,3,300,500,1
1,9,300,311,2
0,15,304,314,2
4,6,306,323,3
0,16,326,327,1
2,8,270,328,9
3,6,305,334,3
7,3,308,337,5
5,2,205,338,18
1,10,334,340,2
6,3,307,343,5
2,10,335,344,2
0,17,345,346,1
4,7,352,361,3
0,18,362,363,1
3,7,351,373,5
1,11,365,383,5
2,11,366,388,6
0,20,400,440,1
0,19,386,401,5
1,12,398,403,2
4,8,403,420,3
3,8,410,426,3
2,13,429,495,1
0,21,432,433,1
6,4,405,434,5
5,4,404,445,5
1,13,439,446,2
2,12,399,447,8
0,22,448,449,1
4,9,453,464,3
0,23,470,471,1
1,14,466,473,2
2,14,467,483,3
0,24,483,484,1
3,9,452,492,8
7,5,500,700,1
1,15,497,503,2
0,25,503,504,1
2,15,498,519,3
0,26,526,527,1
9,0,8,531,101
3,10,511,532,3
5,5,505,535,5
2,16,533,540,2
0,27,544,545,1
6,5,506,550,5
4,11,550,650,1
1,17,561,627,1
3,11,553,564,3
1,16,532,569,8
7,4,406,577,29
0,28,573,578,2
4,10,504,584,13
2,17,565,588,7
0,29,582,592,4
1,18,594,598,2
2,18,595,600,2
0,30,600,608,2
4,12,602,628,5
7,6,605,630,5
0,31,625,631,2
5,6,603,634,5
2,19,631,637,2
6,6,604,638,6
1,19,635,639,2
0,32,641,642,1
3,12,601,643,7
8,0,7,645,114
3,13,651,656,3
0,33,660,661,1
4,13,650,663,8
1,20,664,667,2
2,20,661,668,4
0,34,680,681,1
2,21,693,696,2
1,21,694,699,4
0,35,705,712,2
4,14,701,713,3
5,7,702,726,5
7,7,704,733,7
3,14,700,734,7
6,7,703,736,7
2,22,730,738,3
0,36,723,740,3
0,37,740,741,1
1,22,729,743,5
4,15,750,757,4
3,15,751,759,5
0,38,761,762,1
1,23,760,763,2
2,23,759,764,2
0,39,780,782,2
2,24,792,795,2
1,24,793,796,2
0,40,805,806,1
4,16,801,812,3
6,8,803,821,5
3,16,800,822,5
5,8,802,823,5
0,41,823,824,1
7,8,804,825,5
2,25,825,828,2
1,25,826,836,9
0,42,840,843,3
4,17,850,855,3
3,17,851,856,3
0,43,861,862,1
1,26,859,864,2
2,26,858,866,5
0,44,880,881,1
1,27,892,895,2
2,27,891,896,3
0,45,905,906,1
6,9,903,924,5
7,9,904,925,5
4,18,901,932,7
2,28,928,934,2
5,9,902,936,7
0,46,929,937,2
0,47,941,942,1
3,18,900,947,11
1,28,927,948,7
4,19,950,961,5
1,29,958,962,2
2,29,959,963,2
0,48,963,964,1
3,19,951,971,11
0,49,980,981,1
2,30,990,993,2
1,30,991,999,7
0,50,1006,1014,2
4,20,1001,1015,3
3,20,1000,1019,3
7,10,1004,1026,5
5,10,1002,1035,5
0,51,1023,1040,3
2,31,1027,1043,4
1,31,1026,1050,6
6,10,1003,1051,10
0,52,1046,1058,3
3,21,1051,1061,3
1,32,1058,1068,3
0,53,1063,1072,2
2,32,1059,1075,4
4,21,1052,1079,7
0,54,1080,1085,3
1,33,1089,1093,2
2,33,1090,1109,6
0,55,1101,1116,2
4,22,1103,1117,3
7,11,1106,1132,5
3,22,1102,1134,5
1,34,1127,1140,2
0,57,1140,1180,1
0,56,1124,1143,3
5,11,1104,1145,7
2,35,1155,1221,1
2,34,1128,1161,7
3,23,1152,1163,3
4,23,1153,1168,3
0,58,1163,1172,2
0,59,1182,1183,1
1,35,1159,1184,7
2,36,1190,1199,3
