4,0,3,9,2
2,0,1,11,3
1,0,0,16,5
3,0,2,28,9
4,1,33,36,2
2,1,50,65,8
4,2,66,69,2
4,3,99,120,5
1,1,101,121,5
3,1,103,122,5
2,2,102,123,5
4,4,132,135,2
0,0,4,156,100
2,3,150,175,17
4,5,165,178,8
4,6,198,200,2
2,4,200,207,3
3,2,201,213,5
1,2,202,223,15
4,7,231,234,3
2,5,250,253,3
4,8,264,273,9
4,9,297,299,2
2,6,300,307,3
1,3,302,312,5
3,3,301,313,5
4,10,330,332,2
2,7,350,358,8
4,11,363,365,2
4,12,396,398,2
2,8,400,413,5
1,4,402,414,5
3,4,401,415,5
4,13,429,432,3
2,9,450,454,4
4,14,462,464,2
2,10,501,510,3
4,15,495,511,8
1,5,500,515,5
3,5,502,518,7
4,16,528,530,2
2,11,550,563,12
4,17,561,564,2
4,18,594,596,2
2,12,600,607,3
4,19,628,632,2
3,6,601,634,14
1,6,602,643,24
2,13,650,653,3
4,20,660,662,2
4,21,693,708,9
2,14,701,709,3
1,7,700,714,5
3,7,702,715,5
4,22,726,728,2
2,15,750,753,3
4,23,759,761,2
4,24,792,794,2
3,8,801,814,5
2,16,800,815,6
1,8,802,816,5
4,25,825,830,5
2,17,850,853,3
4,26,858,861,3
4,27,891,895,4
3,9,901,914,5
2,18,900,915,6
1,9,902,919,8
4,28,924,926,2
2,19,950,967,12
4,29,957,969,7
4,30,990,997,7
2,20,1000,1007,3
1,10,1002,1012,5
3,10,1001,1023,15
4,31,1023,1025,2
2,21,1050,1053,3
4,32,1056,1059,3
4,33,1089,1091,2
3,11,1101,1114,5
2,22,1100,1123,10
4,34,1124,1135,6
1,11,1102,1144,23
2,23,1150,1153,3
4,35,1155,1157,2
4,36,1188,1190,2
2,24,1200,1207,3
1,12,1202,1212,5
3,12,1201,1213,5
4,37,1221,1225,4
2,25,1250,1258,6
4,38,1254,1263,7
4,39,1287,1289,2
3,13,1301,1314,5
2,26,1300,1324,10
4,40,1321,1326,2
1,13,1302,1341,24
2,27,1350,1353,3
4,41,1353,1365,12
4,42,1386,1388,2
2,28,1400,1407,3
1,14,1402,1412,5
3,14,1401,1414,6
4,43,1419,1421,2
2,29,1450,1454,3
4,44,1452,1455,2
4,45,1485,1493,8
2,30,1500,1507,3
1,15,1502,1512,5
3,15,1501,1515,7
4,46,1518,1520,2
2,31,1550,1555,3
4,47,1551,1557,4
4,48,1584,1586,2
2,32,1600,1607,3
1,16,1602,1612,5
3,16,1601,1613,5
4,49,1617,1619,2
4,50,1650,1653,2
2,33,1651,1655,3
4,51,1683,1686,3
2,34,1700,1707,3
1,17,1702,1712,5
3,17,1701,1713,5
4,52,1716,1719,3
4,53,1749,1752,2
2,35,1750,1754,3
4,54,1782,1786,4
2,36,1800,1807,3
1,18,1802,1812,5
3,18,1801,1813,5
4,55,1815,1817,2
4,56,1848,1850,2
2,37,1850,1854,4
4,57,1881,1883,2
2,38,1900,1907,3
3,19,1901,1913,5
1,19,1902,1916,7
4,58,1914,1917,2
4,59,1947,1949,2
2,39,1950,1956,6
4,60,1980,1982,2
2,40,2001,2010,3
3,20,2002,2021,5
4,61,2015,2023,3
4,62,2047,2051,2
2,41,2051,2058,3
1,20,2000,2063,25
4,63,2079,2088,5
2,42,2101,2110,3
4,64,2114,2119,2
3,21,2102,2126,7
1,21,2100,2131,10
4,65,2145,2150,3
2,43,2150,2155,3
0,1,2003,2174,100
4,66,2178,2181,3
2,44,2200,2207,3
3,22,2201,2214,5
4,67,2212,2215,2
1,22,2202,2230,20
4,68,2244,2250,6
2,45,2250,2253,3
4,69,2277,2279,2
2,46,2300,2307,3
1,23,2302,2313,5
4,70,2311,2320,5
3,23,2301,2321,8
4,71,2343,2347,4
2,47,2350,2353,3
4,72,2376,2380,4
2,48,2400,2407,3
4,73,2410,2414,2
3,24,2401,2416,5
1,24,2402,2439,29
4,74,2442,2446,4
2,49,2450,2453,3
4,75,2475,2481,6
2,50,2500,2507,3
4,76,2509,2513,2
3,25,2501,2514,5
1,25,2502,2515,5
4,77,2541,2546,5
2,51,2550,2553,3
4,78,2574,2576,2
2,52,2600,2607,3
4,79,2608,2612,2
3,26,2601,2616,5
1,26,2602,2620,10
4,80,2640,2642,2
2,53,2650,2653,3
4,81,2673,2675,2
2,54,2700,2707,3
4,82,2707,2711,2
3,27,2701,2714,5
1,27,2702,2715,5
4,83,2739,2741,2
2,55,2750,2761,11
4,84,2772,2774,2
4,85,2807,2812,2
1,28,2802,2816,5
3,28,2801,2817,5
2,56,2800,2822,10
4,86,2838,2840,2
2,57,2850,2853,3
4,87,2871,2873,2
2,58,2900,2908,3
4,88,2906,2910,2
1,29,2902,2913,5
3,29,2901,2915,5
4,89,2937,2939,2
2,59,2950,2953,3
4,90,2970,2972,2
2,60,3000,3008,3
4,91,3005,3009,2
3,30,3001,3014,5
1,30,3002,3019,9
4,92,3036,3043,7
2,61,3050,3056,6
4,93,3069,3071,2
2,62,3100,3108,3
3,31,3101,3115,5
1,31,3102,3117,5
4,94,3104,3121,8
4,95,3135,3139,4
2,63,3150,3153,3
4,96,3168,3170,2
2,64,3200,3209,3
3,32,3201,3218,5
4,97,3203,3219,6
1,32,3202,3220,6
4,98,3234,3236,2
2,65,3250,3253,3
4,99,3267,3273,6
4,100,3302,3307,2
2,66,3300,3308,3
3,33,3301,3314,5
1,33,3303,3315,5
4,101,3333,3337,4
2,67,3350,3353,3
4,102,3366,3368,2
4,103,3399,3404,2
2,68,3401,3408,3
3,34,3402,3414,5
4,104,3432,3435,2
1,34,3400,3439,28
2,69,3450,3453,3
4,105,3465,3471,6
4,106,3498,3500,2
2,70,3500,3507,3
3,35,3501,3513,5
1,35,3502,3519,11
4,107,3531,3537,6
2,71,3550,3553,3
4,108,3564,3568,4
4,109,3597,3599,2
2,72,3600,3607,3
1,36,3602,3612,5
3,36,3601,3613,5
4,110,3630,3632,2
2,73,3650,3653,3
4,111,3663,3665,2
4,112,3696,3712,7
2,74,3701,3713,4
1,37,3700,3716,5
3,37,3702,3722,10
4,113,3729,3733,4
2,75,3750,3753,3
4,114,3762,3764,2
4,115,3795,3797,2
1,38,3802,3815,5
2,76,3800,3821,8
3,38,3801,3825,12
4,116,3828,3832,4
2,77,3850,3853,3
4,117,3861,3863,2
4,118,3894,3896,2
2,78,3900,3907,3
1,39,3902,3912,5
3,39,3901,3913,5
4,119,3927,3929,2
2,79,3950,3953,3
4,120,3960,3962,2
4,121,3993,3997,4
2,80,4001,4010,3
3,40,4002,4019,5
4,122,4027,4031,2
2,81,4051,4058,3
1,40,4000,4059,24
4,123,4059,4080,11
4,124,4092,4095,2
2,82,4101,4114,4
1,41,4100,4119,6
3,41,4102,4128,8
4,125,4126,4129,2
2,83,4150,4168,8
4,126,4159,4178,8
4,127,4191,4194,2
2,84,4201,4210,3
1,42,4200,4215,5
4,128,4225,4235,4
3,42,4202,4238,13
2,85,4250,4263,6
4,129,4258,4268,5
4,130,4290,4293,2
3,43,4302,4319,5
2,86,4301,4328,8
4,131,4325,4329,2
1,43,4300,4339,13
2,87,4350,4355,3
4,132,4356,4359,2
4,133,4389,4392,2
2,88,4401,4410,3
3,44,4402,4419,5
4,134,4423,4427,2
1,44,4400,4437,14
4,135,4456,4460,2
2,89,4450,4482,15
4,136,4488,4495,4
2,90,4501,4510,3
1,45,4500,4515,5
3,45,4502,4530,9
4,137,4522,4535,6
2,91,4550,4555,3
4,138,4556,4559,2
4,139,4587,4594,4
2,92,4601,4614,4
4,140,4622,4627,2
0,2,4003,4640,374
3,46,4602,4658,18
2,93,4651,4661,3
4,141,4655,4665,4
1,46,4600,4673,30
4,142,4686,4688,2
2,94,4700,4707,3
1,47,4702,4712,5
3,47,4701,4713,5
4,143,4719,4725,6
2,95,4750,4754,3
4,144,4752,4756,3
4,145,4785,4787,2
2,96,4800,4807,3
1,48,4802,4812,5
3,48,4801,4817,9
4,146,4818,4823,5
4,147,4851,4854,2
2,97,4850,4858,6
4,148,4884,4887,3
3,49,4901,4914,5
2,98,4900,4915,6
1,49,4902,4916,5
4,149,4917,4920,3
4,150,4950,4953,2
2,99,4951,4955,3
4,151,4983,4985,2
3,50,5001,5014,5
2,100,5000,5020,8
4,152,5017,5022,2
1,50,5002,5028,13
2,101,5050,5055,3
4,153,5049,5057,5
4,154,5082,5084,2
2,102,5100,5107,3
3,51,5101,5113,5
4,155,5115,5118,2
1,51,5102,5147,37
2,103,5150,5155,3
4,156,5148,5157,6
4,157,5181,5183,2
2,104,5200,5207,3
1,52,5202,5212,5
3,52,5201,5213,5
4,158,5214,5217,3
4,159,5247,5254,5
2,105,5250,5260,8
4,160,5280,5282,2
2,106,5300,5307,3
1,53,5302,5312,5
3,53,5301,5313,5
4,161,5313,5317,4
