Time 0,Time 10,Time 20,Time 30,Time 40,Time 50,Time 60,Time 70,Time 80,Time 90
0.834882,0.8909100000000001,0.8909100000000001,0.818182,0.834882,0.8909100000000001,0.834882,0.855386,0.818182,0.8909100000000001
